id,x,y,z
11932,454516.02,2805763.14,14.93
11933,454496.36,2805730.11,15.19
11934,454536.79,2805770.51,14.39
11935,454517.48,2805741.1,14.65
11936,454557.39,2805776.86,14.41
11937,454507.86,2805715.73,13.22
11938,454549.67,2805748.81,14.82
11939,454534.44,2805722.97,14.57
11940,454519.65,2805700.59,13.85
11941,454574.72,2805754.33,13.63
11942,454554.95,2805730.45,14.57
11943,454543.35,2805705.41,15.11
11944,454572.6,2805727,16.15
11945,454559.87,2805698.83,15.81
11946,454589.69,2805731.02,14.62
11947,454541.91,2805671.79,13.12
11948,454584.77,2805713.75,15.38
11949,454559.72,2805677.44,14.83
11950,454577.46,2805686.48,15.48
11951,454551.84,2805649.87,14.16
11952,454601.53,2805705.74,15.95
11953,454597.16,2805688.82,14.41
11954,454581.32,2805656.45,14.47
11955,454618.02,2805690.77,13.79
11956,454569.45,2805635.95,14.25
11957,454598.72,2805659.34,15.02
11958,454586.45,2805637.87,15.16
11959,454618.59,2805665.44,14.61
11960,454582.66,2805610.39,13.99
11961,454603.47,2805635.64,14.39
11962,454619.08,2805647.25,14.54
11963,454637.07,2805666.44,13.9
11964,454600,2805618.88,14.92
11965,454596.34,2805598.57,14.44
11966,454618.17,2805623.52,14.71
11967,454634.49,2805631.78,14.32
11968,454649.92,2805645.18,15.03
11969,454622.1,2805604.06,14.32
11970,454611.1,2805578.21,13.56
11971,454648.27,2805616.55,14.77
11972,454626.28,2805587.01,14.38
11973,454639.33,2805598.84,15.62
11974,454672.71,2805622.72,14.25
11975,454634.92,2805561.75,13.12
11976,454661.81,2805591.29,14.96
11977,454650.24,2805570.64,14.39
11978,454686.46,2805599.24,14.88
11979,454670.65,2805574.56,14.83
11980,454649.1,2805538.56,12.83
11981,454666.53,2805550.29,14.62
11982,454700.52,2805584.2,14.32
11983,454681.81,2805541.62,13.92
11984,454669.93,2805521.02,12.84
11985,454697.56,2805554.3,14.32
11986,454715.14,2805572.19,14.29
11987,454720.3,2805555.81,14.52
11988,454680.74,2805507.41,12.16
11989,454693.92,2805519.19,13.75
11990,454713.61,2805535.25,14.42
11991,454683.52,2805488.89,12.74
11992,454736.64,2805549.59,13.79
11993,454702.22,2805495.61,14.31
11994,454720.5,2805517.87,14.9
11995,454738.82,2805528.21,14.58
11996,454719.31,2805499.82,13.64
11997,454700.06,2805472.48,12.57
11998,454737.6,2805503.49,14.6
11999,454733.87,2805486.17,15.28
12000,454757.34,2805516.32,14.03
12001,454727.09,2805470.41,13.84
12002,454720.35,2805449.03,12.43
12003,454766.68,2805498.22,14.96
12004,454748.8,2805474.4,14.39
12005,454731.66,2805436.33,13.18
12006,454779.56,2805483.32,14.45
12007,454747.92,2805447,13.76
12008,454766,2805466.58,14.66
12009,454741.89,2805421.73,12.3
12010,454794.51,2805472.63,14.37
12011,454761.75,2805426.32,13.93
12012,454770.66,2805440.93,14.33
12013,454789.56,2805452.89,14.92
12014,454754.66,2805405.81,12.72
12015,454791.04,2805435.46,14.23
12016,454779.3,2805419.06,13.86
12017,454808.76,2805453.59,13.91
12018,454768.22,2805388.65,13.12
12019,454782.31,2805398.77,13.86
12020,454819.03,2805440.01,14.44
12021,454797.44,2805409.62,15.33
12022,454812.96,2805423.56,14.39
12023,454772.97,2805368.77,12.35
12024,454787.46,2805381.98,13.71
12025,454814.12,2805397.76,14.4
12026,454832.75,2805418.02,14.42
12027,454786.34,2805357.36,12.78
12028,454801.87,2805367,13.72
12029,454844.53,2805400.16,14.56
12030,454794.49,2805341,13.99
12031,454821.47,2805371.65,14.41
12032,454836.56,2805381.87,14.85
12033,454811.72,2805351.33,14.41
12034,454833.32,2805358.33,14.98
12035,454808.38,2805327.13,11.92
12036,454858.03,2805380.49,13.8
12037,454864.98,2805361.32,14.75
12038,454832.92,2805324.97,14.52
12039,454848.42,2805340.31,15.23
12040,454818.31,2805300.44,12.91
12041,454849.85,2805323.13,15.6
12042,454837.4,2805308.35,14.6
12043,454879.33,2805347.99,14.11
12044,454829.21,2805284.46,13.05
12045,454848.07,2805291.43,14.79
12046,454875.96,2805326.8,15.49
12047,454839.33,2805259.89,12.8
12048,454866.94,2805294.37,14.75
12049,454883.59,2805310.56,15.47
12050,454893.94,2805325.06,14.18
12051,454857.68,2805275.53,14.45
12052,454853.91,2805246.94,14.24
12053,454895.9,2805288.29,15.27
12054,454908.99,2805300.44,14.81
12055,454873.9,2805258.32,14.07
12056,454893.45,2805267.68,14.64
12057,454863.69,2805226.54,13.47
12058,454916.55,2805280.72,14.61
12059,454884.87,2805236.14,14.25
12060,454901.99,2805249.37,15.24
12061,454870.67,2805205.08,12.01
12062,454926.85,2805260.92,14.83
12063,454888.63,2805210.44,14.08
12064,454920.3,2805237.87,14.9
12065,454909.01,2805214.21,15.12
12066,454901.7,2805198.17,14.17
12067,454926.25,2805218.2,15.1
12068,454941.33,2805235.56,14.52
12069,454894.49,2805179.49,15.02
12070,454917.67,2805182.62,14.53
12071,454931.22,2805194.6,15.57
12072,454955.01,2805209.01,15.39
12073,454906.81,2805156.27,13.77
12074,454926.05,2805156.49,14.8
12075,454949.97,2805173.25,14.56
12076,454963.21,2805189.42,15.17
12077,454919.31,2805134.77,14.49
12078,454936.26,2805141.97,14.69
12079,454950.96,2805155.92,15.73
12080,454930.32,2805119.75,14.67
12081,454967.34,2805148.5,15.13
12082,454952.96,2805126.65,14.76
12083,454981.38,2805162.18,14.49
12084,454943.82,2805109.14,15.19
12085,454972.61,2805125.93,14.9
12086,454954.55,2805095.64,14.05
12087,454989.29,2805134.53,15.46
12088,454971.36,2805102.39,15.64
12089,454959.39,2805078.47,14.72
12090,454974.98,2805085.46,14.78
12091,454994.1,2805109.78,15.77
12092,454958.85,2805058.65,13.64
12093,454979.69,2805067.83,14.44
12094,454996.08,2805088.89,14.91
12095,455015.37,2805096.61,15.32
12096,454972.36,2805037.26,14.5
12097,455005.23,2805068.7,14.55
12098,454997.39,2805047.58,14.54
12099,455024.81,2805067.85,15.37
12100,455014.99,2805045.24,14.76
12101,454994.61,2805023.21,13.94
12102,454991.83,2804999.15,14
12103,455038.22,2805053.95,14.29
12104,455015.46,2805020.11,15.11
12105,455033.91,2805024.5,14.89
12106,455047.1,2805036.3,14.63
12107,455010.34,2804989.99,14.31
12108,455005.12,2804968.28,14.26
12109,455037.8,2804993.41,14.72
12110,455059.15,2805014.22,14.56
12111,455013.79,2804953.07,13.7
12112,455054.51,2804997.83,15.46
12113,455029.11,2804962.73,14.31
12114,455047.98,2804973.88,14.98
12115,455022.23,2804936.31,13.69
12116,455042.39,2804951.9,14.88
12117,455070.66,2804986.46,14.78
12118,455065.7,2804970.05,14.72
12119,455041.11,2804929.61,14.45
12120,455063.1,2804936.64,14.91
12121,455044.92,2804902.18,14.26
12122,455083.29,2804948.03,15.06
12123,455057.99,2804914.65,14.73
12124,455058.98,2804889.42,14.04
12125,455072.5,2804904.35,15.23
12126,455083.81,2804920.26,14.83
12127,455095.95,2804933.15,15.29
12128,455057.64,2804865.03,13.98
12129,455089.65,2804901.57,14.66
12130,455104.75,2804918.02,15.45
12131,455053.62,2804845.57,12.52
12132,455077.48,2804872.25,14.35
12133,455092.58,2804880.43,15.03
12134,455111.16,2804898.06,15.26
12135,455069.23,2804833.26,13.63
12136,455111.08,2804877.32,14.65
12137,455087.18,2804849.48,14.09
12138,455067.5,2804816.14,13.13
12139,455104.87,2804852.88,14.42
12140,455124.79,2804866.62,15.01
12141,455083.48,2804798.15,12.52
12142,455097.37,2804815.03,13.61
12143,455108.25,2804829.22,14.33
12144,455120.91,2804842.02,14.86
12145,455141.71,2804860.5,13.26
12146,455084.95,2804777.23,13.25
12147,455115.9,2804802.43,13.76
12148,455138.74,2804825.47,14.05
12149,455108.34,2804780.17,13.97
12150,455133.18,2804809.07,14.39
12151,455098.93,2804765.28,12.05
12152,455156.26,2804829.77,13.67
12153,455130.15,2804780.24,14.3
12154,455143.12,2804794.21,14.09
12155,455103.58,2804744.55,12.92
12156,455160.44,2804800.08,14.04
12157,455122.15,2804751.72,13.21
12158,455138.6,2804760.35,13.82
12159,455148.61,2804776.18,14.22
12160,455109.19,2804726.2,14.34
12161,455175.62,2804787.58,11.65
12162,455167.89,2804770.36,14.76
12163,455119.33,2804711.86,12.57
12164,455130.99,2804727.78,13.88
12165,455158.4,2804749.3,14.26
12166,455123.49,2804693.87,12.78
12167,455155.15,2804731.08,13.61
12168,455180.03,2804756.19,12.42
12169,455145.13,2804713.97,13.26
12170,455177.66,2804723.75,14.05
12171,455129.75,2804665.92,13.1
12172,455155.42,2804690.28,13.37
12173,455145.78,2804672.76,13.08
12174,455170.89,2804706.12,13.11
12175,455193.97,2804730.98,12.12
12176,455194.67,2804711.8,13.37
12177,455145.6,2804652,13.27
12178,455168.48,2804668.84,14.5
12179,455183.2,2804683.62,13.3
12180,455141.34,2804633.97,12.54
12181,455164.56,2804649.5,12.67
12182,455205.07,2804696.61,12.34
12183,455145.5,2804615.4,14.1
12184,455184.56,2804658.18,12.73
12185,455140.9,2804594.96,12.28
12186,455166.13,2804626.22,12.78
12187,455210.91,2804667.66,11.9
12188,455165.87,2804608.53,13.17
12189,455192.88,2804632.32,12.9
12190,455210.34,2804647.77,11.81
12191,455147.37,2804565.75,13.01
12192,455173.8,2804586.08,13.45
12193,455165.46,2804570.57,13.16
12194,455195.59,2804607.89,13.06
12195,455217.29,2804619.8,11.9
12196,455192.22,2804588.92,12.72
12197,455186.24,2804572.92,15.21
12198,455150.73,2804527.95,12.79
12199,455162.14,2804541.2,13.25
12200,455179.86,2804553.16,13.04
12201,455217.21,2804592.63,12.59
12202,455151.97,2804502.91,13.56
12203,455177.74,2804528.4,12.67
12204,455194.29,2804541.69,13.26
12205,455204.19,2804558.1,12.74
12206,455222.43,2804573.31,12.2
12207,455158.33,2804483.12,12.37
12208,455217.35,2804546.22,12.44
12209,455182.39,2804504.47,12.48
12210,455204.29,2804523.74,12.42
12211,455179.45,2804484.22,12.82
12212,455224.04,2804530.39,11.44
12213,455157.58,2804456.78,12.08
12214,455201.19,2804495.41,12.15
12215,455179.32,2804466.63,12.62
12216,455224.06,2804505.2,11.93
12217,455157.04,2804426.79,11.85
12218,455189.88,2804452.32,12.31
12219,455204.91,2804468.23,12.46
12220,455214.83,2804482.64,13.27
12221,455182.86,2804435.95,11.77
12222,455235.91,2804491.16,12.19
12223,455203.32,2804441.31,12.42
12224,455226.38,2804467.85,11.91
12225,455172.73,2804405.65,11.87
12226,455167.65,2804389.21,9.97
12227,455219.73,2804446.72,12
12228,455195.59,2804416.37,12.33
12229,455240.6,2804454.74,11.11
12230,455177.53,2804374.06,12.49
12231,455222.77,2804424.46,12.53
12232,455201.48,2804392.76,13.01
12233,455213.75,2804406.7,13.16
12234,455241.19,2804433.8,10.42
12235,455175.87,2804357.1,10.69
12236,455204.07,2804374.88,12.47
12237,455223.53,2804392.75,12.5
12238,455180.34,2804337.04,11.85
12239,455198.02,2804356.76,12.07
12240,455245.54,2804405.67,11.66
12241,455225.87,2804371.66,11.73
12242,455201.8,2804338.81,11.6
12243,455217.01,2804356.79,11.65
12244,455241.91,2804381.32,11.75
12245,455199.98,2804320.34,11.07
12246,455220.75,2804338.83,11.59
12247,455246.03,2804364.43,12.09
12248,455259.33,2804376.9,10.72
12249,455217.63,2804321.44,10.47
12250,455239.1,2804346.48,12
12251,455233.91,2804327.84,11
12252,455205.89,2804294.58,10.93
12253,455268.55,2804354.65,10.26
12254,455223.87,2804299.91,11.45
12255,455250.75,2804316.16,11.07
12256,455265.29,2804335.76,11.11
12257,455220.59,2804279.34,10.98
12258,455240.95,2804301.49,12.72
12259,455212.94,2804264.07,10.23
12260,455271.21,2804311.07,11.55
12261,455256.2,2804292.07,11.93
12262,455284,2804322.32,9.88
12263,455238.81,2804263.6,11.06
12264,455228.84,2804242.74,10.04
12265,455254.89,2804270.76,11.88
12266,455275.91,2804287.53,11.08
12267,455285.91,2804301.36,11.55
12268,455254.69,2804252.69,11.47
12269,455297.29,2804288.11,10.55
12270,455276.22,2804262.61,11.29
12271,455246.17,2804216.35,10.4
12272,455262.72,2804228.19,10.51
12273,455280.8,2804241.21,10.99
12274,455305,2804267.47,10.81
12275,455252.22,2804194.96,11.54
12276,455269.33,2804211.83,11.73
12277,455301.31,2804249.67,11.1
12278,455257.55,2804177.75,11.09
12279,455270.89,2804192.27,12.11
12280,455306.86,2804233.42,12.64
12281,455318.39,2804246.06,9.91
12282,455297.96,2804218.85,11.28
12283,455270.78,2804166.99,12.81
12284,455293.52,2804191.17,11.64
12285,455316.95,2804209.87,11.43
12286,455329.63,2804222.8,10.34
12287,455290.07,2804171.83,11.49
12288,455281.18,2804146.75,11.24
12289,455319.71,2804191.33,11.23
12290,455337.46,2804200.54,10.45
12291,455319.75,2804170.37,10.99
12292,455286.21,2804129.17,8.78
12293,455335.08,2804182.78,10.65
12294,455304.81,2804146.61,11.59
12295,455351.03,2804189.62,10.16
12296,455289.41,2804111.71,10.14
12297,455304.67,2804127.72,10.83
12298,455323.14,2804149.32,11.53
12299,455342.27,2804150.95,10.44
12300,455355.16,2804162.97,9.89
12301,455317.84,2804106.56,10.85
12302,455336.36,2804128.28,11.55
12303,455308.1,2804091.8,8.7
12304,455353.89,2804127.09,11.43
12305,455363.27,2804142.82,10.53
12306,455326.4,2804081.71,10.7
12307,455341.34,2804095.39,11.31
12308,455319.75,2804063.16,9.41
12309,455374.81,2804124.8,9.43
12310,455359.63,2804098.94,10.78
12311,455342.31,2804066.42,10.28
12312,455356.56,2804082.11,10.12
12313,455379.05,2804107.22,9.94
12314,455326.09,2804039.04,9.12
12315,455381.45,2804089.28,10.23
12316,455365.2,2804060.21,10.72
12317,455334.64,2804022.86,9.55
12318,455353.36,2804038.43,10.86
12319,455382.24,2804065.14,9.72
12320,455399.64,2804083.5,9.63
12321,455344.64,2804007.87,8.65
12322,455359.12,2804020.37,10.27
12323,455401.66,2804065.22,8.96
12324,455383.43,2804028.35,10.95
12325,455407.17,2804046.54,10.43
12326,455370.54,2804000.21,10.37
12327,455359.42,2803980.03,9.11
12328,455422.23,2804038.64,9.09
12329,455409.68,2804024.35,10.7
12330,455385.15,2803989.25,10.8
12331,455400.32,2804005.21,10.44
12332,455365.85,2803963.1,10.88
12333,455425.81,2804017.69,9.57
12334,455420.28,2803999.99,10.34
12335,455377.92,2803948.53,9.3
12336,455410.18,2803984.4,10.49
12337,455396.48,2803964.69,10.61
12338,455418.66,2803969.03,9.85
12339,455442.77,2804000.21,8.58
12340,455386.6,2803932.81,10.38
12341,455412.02,2803950.95,9.99
12342,455442.06,2803980.32,9.88
12343,455408.59,2803931.23,10.03
12344,455396.28,2803914.54,9.47
12345,455432.71,2803944.15,10.45
12346,455456.3,2803968.83,9.91
12347,455413.99,2803912.38,9.76
12348,455403.74,2803894.9,9.6
12349,455431.09,2803925.52,10.95
12350,455450.68,2803940.73,9.95
12351,455420.47,2803886.32,11.25
12352,455447.24,2803913.22,9.84
12353,455470.45,2803943.33,8.59
12354,455437.52,2803897.43,10.18
12355,455415.14,2803864.9,10.26
12356,455476.1,2803925.73,8.85
12357,455442.13,2803875.18,10.57
12358,455454.75,2803887.88,10.05
12359,455420.23,2803840.38,10.1
12360,455473.63,2803896.31,8.93
12361,455437.43,2803853.11,10.89
12362,455459.93,2803869.07,9.79
12363,455457.36,2803850.65,9.59
12364,455489.35,2803889.1,8.5
12365,455447.98,2803836.25,9.32
12366,455481.28,2803871.75,9.46
12367,455438.06,2803814.48,8.78
12368,455478.85,2803851.76,10.19
12369,455471.69,2803836.09,9.18
12370,455501.33,2803865.16,12.3
12371,455440.4,2803792.82,9.51
12372,455465.17,2803811.91,9.24
12373,455458.29,2803796.12,10.65
12374,455503.94,2803847.07,9.36
12375,455490.4,2803824.72,10.39
12376,455452.55,2803769.68,8.79
12377,455480.18,2803799.71,10.18
12378,455511.52,2803826.49,8.83
12379,455472.31,2803783.21,8.74
12380,455503.99,2803806.47,11.18
12381,455455.11,2803750.5,8.79
12382,455501.52,2803786.14,9.27
12383,455521.67,2803806.6,9.62
12384,455487.58,2803759.96,9.42
12385,455504.17,2803767.81,8.95
12386,455474.25,2803728.17,9.29
12387,455529.2,2803789.43,8.71
12388,455491.6,2803741.63,8.63
12389,455522.27,2803773.66,9.32
12390,455472.16,2803711.18,9.44
12391,455511.11,2803748.98,10.33
12392,455493.75,2803709.14,9.69
12393,455510.4,2803728.7,9.99
12394,455543.39,2803762.79,8.71
12395,455485.83,2803690.97,8.9
12396,455529.36,2803733.18,9.12
12397,455510.84,2803705.55,8.98
12398,455525.33,2803716.56,8.78
12399,455544.94,2803740.32,8.59
12400,455503.01,2803688,11.27
12401,455496.68,2803658.47,9.08
12402,455520.56,2803685.16,9.42
12403,455539.87,2803706.43,10.91
12404,455510.53,2803669.42,9.6
12405,455563.08,2803715.23,8.96
12406,455540.83,2803685.15,9.88
12407,455558.9,2803697.4,10.05
12408,455510.39,2803640.44,10.38
12409,455538.73,2803666.45,11.04
12410,455529.9,2803650.05,10.93
12411,455577.27,2803694.38,9.04
12412,455518.63,2803625.36,8.98
12413,455559.55,2803664,11.02
12414,455581.29,2803674.35,10.83
12415,455545.64,2803634.95,10.5
12416,455574.02,2803654.51,11.76
12417,455527.52,2803596.78,10.75
12418,455564.32,2803636.68,11.2
12419,455550.8,2803606.82,10.99
12420,455596.21,2803659.06,9.36
12421,455583.33,2803634.96,12.06
12422,455543.22,2803583.61,10.48
12423,455599.08,2803641.73,10.18
12424,455572.32,2803606,11.99
12425,455561.66,2803589.5,10.31
12426,455588.24,2803614.68,11.35
12427,455549.29,2803563.06,8.55
12428,455589.79,2803597.69,10.85
12429,455614.81,2803626.28,9.56
12430,455579.66,2803582.47,9.93
12431,455614.13,2803607.16,10.35
12432,455564.69,2803552.89,9.63
12433,455579.01,2803562.28,10.17
12434,455602.31,2803578.18,9.91
12435,455616.68,2803587.95,10.58
12436,455579.64,2803539.98,11.1
12437,455605.13,2803561.37,10.21
12438,455596.23,2803544.86,10.59
12439,455632.89,2803582.67,9.09
12440,455575.24,2803519.82,9.52
12441,455622.89,2803560.71,10.53
12442,455590.16,2803509.81,10.16
12443,455610.33,2803526.87,10.15
12444,455642.03,2803559.43,9.28
12445,455629.26,2803532.44,10.38
12446,455599.93,2803492.27,9.71
12447,455613.86,2803507.43,10.72
12448,455633.62,2803513.39,10.12
12449,455646.52,2803527.62,11.32
12450,455662.03,2803541.1,8.69
12451,455621.95,2803492.12,12.36
12452,455611.49,2803478.19,10.97
12453,455638.44,2803496.73,10.98
12454,455651.95,2803510.48,9.24
12455,455619.67,2803460.77,9.22
12456,455645.56,2803479.55,10.3
12457,455680.51,2803521.56,8.8
12458,455667.04,2803501.04,10.6
12459,455641.56,2803462.12,9.94
12460,455629.74,2803442.36,10.01
12461,455665.13,2803473.03,9.95
12462,455686.99,2803499.79,9.56
12463,455679.34,2803483.14,9.99
12464,455647.58,2803442.54,11.56
12465,455699.02,2803487.67,9.73
12466,455665.4,2803444.56,10.04
12467,455678.45,2803459.44,10.02
12468,455645.1,2803411.34,9.55
12469,455657.19,2803423.46,10.22
12470,455696.42,2803463.41,9.36
12471,455685.88,2803442.49,11.48
12472,455713.85,2803464.92,8.76
12473,455667.38,2803409.67,12.05
12474,455659.63,2803389.29,9.98
12475,455684.85,2803414.66,12.29
12476,455709.2,2803436.4,11.18
12477,455720.62,2803449.17,11.44
12478,455688.2,2803396.62,11.39
12479,455704.99,2803417.37,11.27
12480,455681.11,2803380.97,11.65
12481,455730.65,2803430.08,8.87
12482,455707.84,2803397.5,10.93
12483,455682.8,2803363.71,10.61
12484,455699.89,2803377.58,11.04
12485,455738.31,2803411.06,9.49
12486,455724.73,2803394.74,10
12487,455702.33,2803357.43,11.59
12488,455717.03,2803369.22,10.06
12489,455692.95,2803333.46,10.57
12490,455732.09,2803378.12,9.28
12491,455753.22,2803395.29,9.94
12492,455711.54,2803342.21,13.68
12493,455705.12,2803321.31,12.03
12494,455731.59,2803348.32,12.56
12495,455762.69,2803378.68,9.67
12496,455750.19,2803356.01,10.88
12497,455736.09,2803330.84,11.41
12498,455766.52,2803361.23,9.24
12499,455712.46,2803300.63,10.9
12500,455736.5,2803312.44,11.16
12501,455725.75,2803288.47,11.65
12502,455760.8,2803328.93,11.12
12503,455774.89,2803344.77,11.03
12504,455726.5,2803266.76,11.84
12505,455767.2,2803310.74,10.7
12506,455789.47,2803335.71,9.73
12507,455755.25,2803291.65,11.45
12508,455743.65,2803267.45,12.85
12509,455772.54,2803292.32,11.15
12510,455793.7,2803315.14,9.68
12511,455763.5,2803268.92,11.51
12512,455753.08,2803251.66,12.14
12513,455789.55,2803296.2,10.59
12514,455781.97,2803275.97,10.56
12515,455752.22,2803229.34,11.37
12516,455771.78,2803252.11,11
12517,455769.15,2803233.16,11.56
12518,455797.7,2803263.65,11.3
12519,455813.3,2803283.15,10.03
12520,455764.06,2803211.71,11.37
12521,455782.81,2803219.65,12.24
12522,455824.8,2803263.56,9.28
12523,455801.4,2803233.65,12.02
12524,455816.37,2803247.75,11.84
12525,455769.11,2803192.14,10.83
12526,455801.66,2803216.11,12.41
12527,455786.01,2803187.15,12.04
12528,455800.47,2803198.09,12.18
12529,455833.47,2803240.06,11.25
12530,455779.6,2803170.45,11.36
12531,455823.52,2803216.82,13.2
12532,455802.86,2803174.78,13.75
12533,455786.65,2803147.58,13.84
12534,455836.6,2803204.83,12.84
12535,455850.55,2803215.7,10.15
12536,455828.27,2803186.83,13.52
12537,455804.71,2803156.44,15.13
12538,455820.62,2803166.05,14.42
12539,455798.55,2803131.89,14.78
12540,455857.95,2803196.62,11.98
12541,455838.94,2803170.73,13.39
12542,455815.75,2803135.32,15.14
12543,455855.1,2803176.82,12.7
12544,455801.89,2803112.76,14.49
12545,455839.98,2803144.99,14.02
12546,455819.07,2803113.33,15.83
12547,455856.53,2803153.87,12.28
12548,455869.87,2803165.89,11.6
12549,455810.99,2803092.86,13.58
12550,455837.24,2803115.32,15.22
12551,455830.57,2803099.33,15.68
12552,455873.34,2803144.88,12.1
12553,455814.99,2803074.87,14.7
12554,455863.68,2803128.56,14.56
12555,455859.52,2803107.76,15.25
12556,455828.53,2803061.47,15.9
12557,455847.24,2803084,17.06
12558,455887.39,2803127.47,13.27
12559,455874.91,2803100.52,14.73
12560,455849.13,2803063.4,16.56
12561,455865.58,2803084.1,16.03
12562,455890.96,2803109.01,13.93
12563,455882.96,2803084.14,14.46
12564,455850.41,2803044.49,17.52
12565,455842.85,2803026.62,16.04
12566,455878.18,2803063.66,16.6
12567,455901.49,2803084.73,13.52
12568,455846.23,2803007.7,16.05
12569,455867.66,2803034.18,15.65
12570,455898.26,2803065.81,15.06
12571,455882.73,2803044.34,15.13
12572,455866.34,2803010.51,15.71
12573,455899.88,2803047.53,14.65
12574,455856.73,2802989.96,15.55
12575,455883.5,2803016.29,16.62
12576,455917.66,2803055.43,13.54
12577,455899.42,2803030.2,15.58
12578,455876.23,2802995.7,16.82
12579,455861.92,2802971.38,14.79
12580,455913.49,2803018.96,14.19
12581,455926.51,2803035.03,13.48
12582,455886.05,2802981.05,17.69
12583,455909.54,2803002.3,15.4
12584,455904.7,2802985.82,16.61
12585,455894.14,2802963.77,18.55
12586,455876.84,2802940.22,16.86
12587,455936.93,2803006.78,13.91
12588,455926.16,2802987.36,14.9
12589,455899.47,2802945.39,17.22
12590,455912.73,2802964.37,16.93
12591,455931.59,2802968.92,15.27
12592,455944.53,2802982.99,14.5
12593,455884.73,2802910.64,16.04
12594,455901.63,2802923.53,17.62
12595,455925.59,2802950.29,16.01
12596,455954.17,2802966.49,13.6
12597,455903.7,2802905.06,16.88
12598,455925.26,2802926.14,16.34
12599,455942.54,2802936.26,15.57
12600,455896.5,2802883.32,14.04
12601,455923.3,2802904.85,15.66
12602,455912.78,2802889.3,16.24
12603,455963.72,2802947.86,14.21
12604,455968.97,2802928.6,14.96
12605,455906.9,2802856.06,14.21
12606,455921.47,2802869.18,15.2
12607,455934.97,2802884.01,15.28
12608,455954.07,2802903.18,15.22
12609,455913.55,2802840.11,14.07
12610,455978.14,2802909.89,13.3
12611,455936.59,2802857.65,17.96
12612,455954.16,2802878.18,14.76
12613,455971.25,2802883.09,14.83
12614,455932.84,2802838.86,17.15
12615,455986.16,2802893.64,13.96
12616,455921.74,2802818.67,14.4
12617,455965.18,2802864.16,15.78
12618,455951.71,2802846.36,15.89
12619,455989.18,2802876.66,14.59
12620,455945.83,2802816.03,17.54
12621,455974.29,2802848.39,15.71
12622,455935.66,2802798.45,14.52
12623,455961.51,2802825.14,16.78
12624,455998.35,2802859.62,15.03
12625,455940.41,2802781.38,13.55
12626,455963.55,2802807.67,15.88
12627,455994.93,2802841.79,15.4
12628,455980.06,2802816.76,15.97
12629,455960.87,2802788.88,14.16
12630,455942.83,2802757.77,14.08
12631,456008.1,2802828.47,15.21
12632,455958.77,2802769.28,14.56
12633,455990.08,2802799.8,16.3
12634,455978.79,2802777.44,15.26
12635,455946.72,2802738.9,12.99
12636,455960.91,2802750.44,15.68
12637,456014.51,2802809.55,15.18
12638,455976.52,2802759.69,15.59
12639,455996.77,2802781.19,15.4
12640,455953.19,2802718.37,13.25
12641,456024.01,2802785.25,13.65
12642,455958.94,2802701.75,15.85
12643,455980.01,2802727.37,18.31
12644,456014.58,2802764.51,16.35
12645,456002.82,2802746.62,16.82
12646,455983.13,2802710.44,17.61
12647,455999.01,2802728.52,17.42
12648,456029.55,2802755.98,14.15
12649,455974.21,2802693.99,17.52
12650,455967.16,2802678.11,12.59
12651,456017.4,2802731.97,16.02
12652,455995.64,2802692,17.67
12653,456008.85,2802707.85,17.88
12654,456042.23,2802734.89,13.93
12655,456028.33,2802713.57,16.85
12656,455974.51,2802648.62,13.8
12657,455988.97,2802664.25,16.09
12658,456002.23,2802675.26,17.13
12659,456025.9,2802695.63,17.62
12660,455979.98,2802628.77,12.72
12661,455992.05,2802641.63,14.97
12662,456005.51,2802656.69,16.29
12663,456050.45,2802703.69,15.11
12664,456027.29,2802669.75,17.4
12665,456039.77,2802684.51,17.86
12666,455988.56,2802608.88,14.17
12667,456012.34,2802637.58,15.9
12668,456024.91,2802650.62,17.03
12669,456059.5,2802681.05,14.98
12670,456041.47,2802655.51,17.32
12671,456025.32,2802624.36,16.1
12672,455998.04,2802582.36,13.41
12673,456015.21,2802607.48,14.5
12674,456045.39,2802634.69,15.79
12675,456060.06,2802653.57,15.13
12676,456015.32,2802588.9,15.14
12677,456039.2,2802608.67,15.44
12678,456005.71,2802563.99,14.29
12679,456055.51,2802618.23,15.18
12680,456021.6,2802571.39,15.42
12681,456034.27,2802587.98,16.3
12682,456072.94,2802630.28,14.78
12683,456017.38,2802549.91,15.48
12684,456042.93,2802566.99,15.67
12685,456061.68,2802587.17,15.56
12686,456081.06,2802611.84,14.38
12687,456035.74,2802550.21,15.2
12688,456016.1,2802523.98,13.97
12689,456086.08,2802594.68,14.51
12690,456034,2802527.68,15.12
12691,456020.93,2802506.96,13.36
12692,456063.27,2802550.74,17.07
12693,456074.42,2802565.77,15.74
12694,456091.64,2802576.21,15.07
12695,456054.94,2802529.22,16.34
12696,456046.4,2802511.75,16.69
12697,456080.95,2802546.73,17.08
12698,456036.98,2802493.62,15.4
12699,456075.72,2802527.87,16.15
12700,456100.12,2802558.36,13.61
12701,456038.41,2802476.31,13.52
12702,456056.99,2802495.72,14.71
12703,456092.87,2802532.71,15.77
12704,456072.3,2802506.05,15.52
12705,456054.08,2802468.01,15.19
12706,456073.21,2802482.88,14.94
12707,456094.44,2802506.42,15.41
12708,456111.56,2802526.04,13.75
12709,456044.58,2802446.88,12.4
12710,456078.33,2802463.82,15.54
